Workclass;fnlwgt;Capital Gain;Capital Loss;Hours per week;ID;Target
 Private;116230.0;0.0;0.0;40.0;1867822557; <=50K
 Private;108907.0;0.0;0.0;40.0;1427524215; <=50K
 Private;495982.0;0.0;0.0;10.0;78331336; <=50K
 Private;334026.0;0.0;0.0;25.0;168279325; <=50K
 Private;268571.0;0.0;0.0;40.0;1048880493; <=50K
 Private;213813.0;0.0;0.0;40.0;1990066786; <=50K
 Private;241667.0;0.0;0.0;45.0;1510809144; <=50K
 Private;160920.0;0.0;0.0;45.0;644452250; <=50K
 Private;107265.0;0.0;0.0;50.0;272580810; >50K
 ?;41609.0;0.0;0.0;10.0;106763209; <=50K
 Private;129460.0;0.0;2238.0;35.0;1005865622; <=50K
 ?;109912.0;0.0;0.0;7.0;157302858; >50K
 Private;167424.0;0.0;0.0;35.0;1449802614; <=50K
 Private;270079.0;0.0;0.0;40.0;1052914546; <=50K
 Private;325923.0;0.0;0.0;35.0;113309802; <=50K
 Private;194905.0;0.0;0.0;12.0;1730177380; <=50K
 Local-gov;183486.0;0.0;0.0;50.0;65689197; >50K
 Federal-gov;153066.0;0.0;0.0;40.0;361150154; >50K
 Self-emp-inc;56248.0;0.0;2415.0;60.0;1719368992; >50K
 Private;105252.0;0.0;0.0;40.0;479508657; >50K
 Self-emp-not-inc;168195.0;0.0;1902.0;45.0;1680431852; >50K
 Private;167735.0;6849.0;0.0;40.0;1045750250; <=50K
 Private;146310.0;0.0;0.0;40.0;1731869914; <=50K
 Private;256504.0;0.0;0.0;6.0;96148051; <=50K
 Private;121425.0;0.0;0.0;16.0;1399084809; <=50K
 Private;146440.0;0.0;1740.0;40.0;755229034; <=50K
 ?;155259.0;0.0;0.0;40.0;1162460812; <=50K
 Self-emp-not-inc;98829.0;0.0;0.0;50.0;915565745; <=50K
 Self-emp-inc;239321.0;0.0;0.0;40.0;1567692390; >50K
 Self-emp-inc;134768.0;0.0;0.0;35.0;735842664; <=50K
 Private;556902.0;0.0;0.0;40.0;588260725; <=50K
 Private;47907.0;0.0;0.0;43.0;224393569; <=50K
 Private;114357.0;0.0;0.0;50.0;1115866390; <=50K
 Private;189462.0;0.0;1504.0;45.0;1362451260; <=50K
 Private;90646.0;0.0;0.0;40.0;615136420; <=50K
 Private;232914.0;0.0;0.0;38.0;462330490; <=50K
 Private;192201.0;0.0;0.0;20.0;1184208153; <=50K
 Private;27776.0;0.0;0.0;40.0;1243385653; <=50K
 Private;137476.0;0.0;0.0;35.0;1931877165; >50K
 Private;100734.0;0.0;0.0;38.0;965013147; <=50K
 Private;111746.0;0.0;0.0;45.0;1195614614; <=50K
 Private;184833.0;0.0;0.0;40.0;656752853; <=50K
 Private;414721.0;0.0;1602.0;23.0;1475633653; <=50K
 Private;151780.0;0.0;0.0;35.0;480136013; <=50K
 State-gov;203628.0;0.0;0.0;45.0;674117673; >50K
 Private;137363.0;0.0;0.0;20.0;240651374; <=50K
 Private;172307.0;0.0;0.0;40.0;1626045379; <=50K
 Private;273403.0;0.0;0.0;50.0;326522433; <=50K
 State-gov;37931.0;0.0;0.0;48.0;1218132841; >50K
 Private;97030.0;0.0;0.0;30.0;1510968763; <=50K
 Private;54608.0;0.0;0.0;48.0;884755570; <=50K
 Private;108542.0;0.0;0.0;40.0;897131487; >50K
 Private;253814.0;0.0;0.0;40.0;1401667451; >50K
 Private;421412.0;0.0;0.0;45.0;1425697116; >50K
 Private;207140.0;0.0;0.0;38.0;240289230; <=50K
 Private;138153.0;0.0;0.0;10.0;1741976344; <=50K
 Private;46987.0;0.0;0.0;55.0;1201585715; <=50K
 Self-emp-inc;183173.0;0.0;0.0;70.0;1191822241; >50K
 Local-gov;229531.0;0.0;0.0;60.0;1592447364; <=50K
 Self-emp-not-inc;320744.0;3908.0;0.0;45.0;414912853; <=50K
 Private;257405.0;0.0;0.0;40.0;287736277; <=50K
 State-gov;432052.0;0.0;0.0;15.0;37176431; <=50K
 Private;397280.0;0.0;0.0;50.0;1498993488; >50K
 Private;38001.0;0.0;0.0;20.0;1372664395; <=50K
 Private;101618.0;0.0;0.0;50.0;1071219381; <=50K
 Federal-gov;332727.0;0.0;0.0;40.0;1778367542; >50K
 Private;115215.0;0.0;0.0;40.0;87349373; <=50K
 Private;178449.0;0.0;0.0;49.0;785184403; <=50K
 Private;185267.0;0.0;0.0;32.0;1121464111; <=50K
 Private;410439.0;0.0;0.0;25.0;884962018; <=50K
 Private;85572.0;0.0;0.0;42.0;1209529754; >50K
 Private;83517.0;0.0;0.0;60.0;1895055896; <=50K
 Self-emp-not-inc;194726.0;0.0;0.0;35.0;1131928618; <=50K
 Private;322674.0;0.0;0.0;40.0;1293631710; <=50K
 Local-gov;34540.0;0.0;0.0;44.0;1835308873; <=50K
 Local-gov;211073.0;0.0;0.0;61.0;1079575809; >50K
 Private;194901.0;0.0;0.0;40.0;826534484; <=50K
 Private;117059.0;0.0;0.0;40.0;1016481905; <=50K
 Self-emp-not-inc;78875.0;2290.0;0.0;40.0;391717299; <=50K
 Private;51461.0;0.0;0.0;60.0;1276364037; <=50K
 Private;266119.0;0.0;0.0;40.0;45542926; <=50K
 Local-gov;92374.0;0.0;0.0;35.0;350663727; >50K
 Private;175262.0;0.0;0.0;40.0;222226253; <=50K
 Private;208249.0;0.0;0.0;62.0;790349661; <=50K
 Private;196385.0;15024.0;0.0;35.0;1209638151; >50K
 ?;110622.0;0.0;0.0;15.0;1960473323; <=50K
 Private;146980.0;0.0;0.0;65.0;1194061090; <=50K
 Private;112974.0;0.0;0.0;3.0;1753923870; <=50K
 Self-emp-not-inc;175943.0;0.0;1977.0;15.0;1214441002; >50K
 Private;163265.0;4508.0;0.0;40.0;1348817542; <=50K
 Private;210932.0;0.0;0.0;40.0;101641461; <=50K
 Private;145290.0;0.0;0.0;40.0;590445498; <=50K
 Private;198992.0;0.0;0.0;35.0;1136622002; <=50K
 ?;174887.0;0.0;0.0;6.0;625223368; <=50K
 Federal-gov;36651.0;0.0;1848.0;40.0;1993265580; >50K
 Private;190072.0;0.0;0.0;50.0;1415571228; >50K
 Private;49087.0;0.0;0.0;50.0;1886162201; <=50K
 Private;126622.0;0.0;0.0;40.0;1609541819; <=50K
 Private;174189.0;0.0;0.0;40.0;1606442348; <=50K
 Private;118605.0;0.0;0.0;55.0;868497012; <=50K
 Self-emp-not-inc;377622.0;0.0;0.0;50.0;1807971870; <=50K
 Private;157272.0;0.0;0.0;50.0;133048138; <=50K
 Private;78530.0;0.0;0.0;40.0;637156635; <=50K
 Private;190391.0;0.0;0.0;40.0;1181196185; <=50K
 State-gov;162678.0;0.0;0.0;40.0;1238183424; <=50K
 Private;103980.0;0.0;0.0;52.0;95925028; <=50K
 Private;293726.0;0.0;0.0;40.0;1511255179; <=50K
 Private;98350.0;0.0;0.0;40.0;1638953298; <=50K
 Private;207668.0;0.0;0.0;60.0;1177328878; <=50K
 Federal-gov;41013.0;0.0;0.0;55.0;54176490; <=50K
 Private;188186.0;0.0;1590.0;45.0;1232982777; <=50K
 Federal-gov;320071.0;0.0;0.0;40.0;426393734; >50K
 Private;306908.0;0.0;0.0;45.0;1530423656; >50K
 Private;167652.0;0.0;0.0;40.0;569276241; <=50K
 Private;173580.0;0.0;0.0;40.0;8179657; <=50K
 Private;273612.0;0.0;0.0;45.0;1956638648; <=50K
 Private;195555.0;0.0;0.0;40.0;373144461; <=50K
 Private;186446.0;0.0;0.0;40.0;419207625; <=50K
 Private;418405.0;0.0;0.0;40.0;706986196; <=50K
 Local-gov;41793.0;0.0;0.0;50.0;665795656; <=50K
 Private;183965.0;0.0;0.0;40.0;1589720623; <=50K
 Private;354784.0;0.0;0.0;20.0;537489254; <=50K
 Private;198096.0;7688.0;0.0;40.0;1523393390; >50K
 Private;732102.0;0.0;0.0;40.0;947652343; <=50K
 Self-emp-not-inc;97847.0;0.0;0.0;50.0;1712305911; <=50K
 Private;196678.0;0.0;0.0;30.0;1504297218; <=50K
 Private;320014.0;0.0;0.0;25.0;1596221105; <=50K
 Self-emp-inc;298215.0;0.0;0.0;50.0;1108464214; >50K
 Private;295127.0;0.0;0.0;40.0;51021052; <=50K
 Private;368140.0;0.0;0.0;50.0;754919054; >50K
 Self-emp-not-inc;187411.0;0.0;0.0;50.0;8218814; <=50K
 ?;121070.0;0.0;0.0;35.0;1814953087; <=50K
 Private;212163.0;0.0;0.0;25.0;1070610951; <=50K
 Self-emp-not-inc;108198.0;0.0;0.0;15.0;489166373; <=50K
 Federal-gov;294431.0;0.0;0.0;40.0;257627080; <=50K
 Federal-gov;202560.0;0.0;0.0;40.0;897985769; >50K
 Self-emp-inc;266070.0;0.0;0.0;80.0;1882514866; <=50K
 Private;346122.0;0.0;0.0;40.0;564617558; <=50K
 Self-emp-inc;308686.0;0.0;0.0;70.0;1838879781; >50K
 Self-emp-inc;236096.0;0.0;0.0;40.0;1223108370; <=50K
 Private;187711.0;0.0;0.0;40.0;457831032; <=50K
 Private;238959.0;0.0;0.0;40.0;718717715; <=50K
 Private;93557.0;0.0;0.0;40.0;1098964095; <=50K
 Private;329980.0;0.0;0.0;40.0;255957538; <=50K
 Private;125010.0;0.0;0.0;30.0;1605528933; <=50K
 Self-emp-inc;90915.0;0.0;0.0;40.0;1068318290; >50K
 Private;289731.0;0.0;0.0;40.0;175239151; <=50K
 ?;33114.0;1797.0;0.0;30.0;685665597; <=50K
 Private;206052.0;0.0;0.0;40.0;443258976; <=50K
 Private;191385.0;0.0;0.0;40.0;1457536452; <=50K
 ?;268804.0;0.0;0.0;30.0;1588524405; <=50K
 Self-emp-inc;191429.0;15024.0;0.0;40.0;389770094; >50K
 Self-emp-not-inc;199753.0;0.0;0.0;60.0;1226117476; <=50K
 Local-gov;92486.0;0.0;0.0;40.0;932471219; <=50K
 Private;171088.0;0.0;0.0;10.0;135193636; <=50K
 Private;112820.0;0.0;0.0;40.0;343024782; <=50K
 Self-emp-not-inc;32855.0;0.0;0.0;70.0;1671959317; <=50K
 Private;142964.0;0.0;0.0;20.0;1939029607; <=50K
 Private;89146.0;0.0;0.0;40.0;2098385527; >50K
 ?;147015.0;0.0;0.0;50.0;2094598565; <=50K
 Private;291968.0;0.0;0.0;40.0;687216606; <=50K
 Local-gov;29235.0;0.0;0.0;40.0;1382740052; >50K
 Private;238216.0;0.0;0.0;40.0;997519536; <=50K
 State-gov;323726.0;0.0;0.0;40.0;1375561585; <=50K
 Private;141663.0;0.0;0.0;40.0;1203824619; >50K
 ?;218471.0;0.0;1602.0;30.0;2129061816; <=50K
 Private;118551.0;0.0;0.0;45.0;1639152648; >50K
 Local-gov;35092.0;0.0;0.0;40.0;1084548444; >50K
 Private;139703.0;0.0;0.0;28.0;1046546656; <=50K
 Federal-gov;206190.0;0.0;0.0;45.0;352735974; <=50K
 Self-emp-not-inc;178353.0;0.0;0.0;50.0;758004686; >50K
 Federal-gov;169133.0;0.0;0.0;40.0;1901178526; <=50K
 Self-emp-not-inc;103179.0;0.0;0.0;60.0;1371773024; >50K
 Private;354464.0;0.0;0.0;40.0;1677241407; <=50K
 ?;124651.0;0.0;0.0;25.0;1767888618; <=50K
 Private;60426.0;0.0;0.0;40.0;191163529; <=50K
 Federal-gov;98726.0;0.0;0.0;40.0;454648090; <=50K
 Private;133861.0;0.0;0.0;40.0;1447102526; <=50K
 Self-emp-not-inc;180303.0;0.0;0.0;47.0;1975325684; <=50K
 Private;221324.0;0.0;0.0;40.0;1806291413; <=50K
 Private;325658.0;0.0;0.0;40.0;480378134; <=50K
 Private;210562.0;0.0;0.0;40.0;1663399970; <=50K
 Private;152249.0;0.0;0.0;35.0;1791272051; <=50K
 Private;178649.0;0.0;0.0;20.0;314699579; <=50K
 State-gov;48997.0;0.0;0.0;40.0;1564423099; <=50K
 Private;243409.0;0.0;0.0;60.0;680915318; >50K
 Private;162442.0;0.0;0.0;20.0;1573736029; >50K
 Private;203078.0;0.0;0.0;24.0;561711833; <=50K
 Self-emp-inc;155983.0;0.0;0.0;65.0;1719779931; >50K
 Self-emp-not-inc;182677.0;0.0;0.0;40.0;1529262194; <=50K
 ?;170276.0;0.0;0.0;10.0;1546462904; >50K
 Private;105381.0;0.0;0.0;40.0;1487037013; <=50K
 ?;256240.0;0.0;0.0;60.0;726803621; <=50K
 Private;210275.0;4687.0;0.0;35.0;1745061898; >50K
 Private;150980.0;3137.0;0.0;40.0;1012974950; <=50K
 Self-emp-inc;141584.0;0.0;0.0;55.0;1956882314; <=50K
 Private;113571.0;0.0;0.0;70.0;533537299; <=50K
 Private;154089.0;0.0;0.0;20.0;1675590684; <=50K
 Private;50197.0;0.0;0.0;40.0;1855057010; <=50K
 Private;132572.0;0.0;0.0;32.0;679078969; <=50K
 Private;238185.0;0.0;0.0;40.0;961021031; <=50K
 Private;112754.0;0.0;0.0;65.0;205222755; >50K
 ?;357029.0;2105.0;0.0;20.0;387195332; <=50K
 State-gov;213389.0;0.0;1726.0;38.0;1038098604; <=50K
 Self-emp-inc;287647.0;7688.0;0.0;55.0;1152212078; >50K
 Private;150061.0;15020.0;0.0;60.0;1280276429; >50K
 Self-emp-inc;143266.0;0.0;0.0;40.0;1069844130; <=50K
 Self-emp-not-inc;68006.0;0.0;0.0;60.0;322250040; <=50K
 Private;287079.0;0.0;0.0;55.0;1584576540; <=50K
 Private;223212.0;0.0;0.0;40.0;1242860620; <=50K
 Self-emp-not-inc;173929.0;0.0;0.0;25.0;1645803897; >50K
 Self-emp-not-inc;182211.0;0.0;0.0;55.0;1347066394; <=50K
 Self-emp-not-inc;62539.0;0.0;0.0;65.0;1878168770; >50K
 Private;157612.0;14344.0;0.0;40.0;706132548; >50K
 Private;305472.0;0.0;0.0;48.0;190196467; <=50K
 Private;548256.0;0.0;0.0;40.0;1286266534; <=50K
 Private;40295.0;0.0;0.0;40.0;967148477; <=50K
 Private;112403.0;2354.0;0.0;40.0;1914445212; <=50K
 Private;31137.0;0.0;0.0;40.0;237701345; >50K
 Private;116138.0;27828.0;0.0;60.0;1967405439; >50K
 ?;127833.0;0.0;0.0;40.0;98853973; <=50K
 Private;201743.0;0.0;0.0;20.0;81622295; <=50K
 Private;240027.0;0.0;0.0;45.0;526036073; <=50K
 Private;129882.0;0.0;0.0;40.0;942205247; <=50K
 ?;355890.0;0.0;0.0;55.0;1912980942; >50K
 Private;107658.0;0.0;0.0;10.0;219889168; <=50K
 Private;136841.0;99999.0;0.0;35.0;1714418494; >50K
 Private;146679.0;0.0;0.0;30.0;947778321; <=50K
 ?;35724.0;0.0;0.0;8.0;483462031; <=50K
 Federal-gov;42251.0;0.0;0.0;30.0;1691605622; <=50K
 Private;113838.0;0.0;0.0;45.0;420352741; <=50K
 Self-emp-not-inc;282398.0;0.0;0.0;35.0;1774275330; <=50K
 Private;33331.0;0.0;0.0;45.0;2094649623; <=50K
 Federal-gov;41031.0;0.0;0.0;35.0;2133056529; <=50K
 Private;155489.0;0.0;0.0;43.0;274300803; >50K
 Private;53042.0;0.0;0.0;40.0;133484842; <=50K
 Private;174789.0;0.0;0.0;50.0;802954940; <=50K
 Local-gov;203067.0;0.0;0.0;50.0;1814394882; <=50K
 Private;177408.0;0.0;2377.0;26.0;655128088; >50K
 Private;216626.0;0.0;0.0;40.0;994120603; <=50K
 Private;93034.0;0.0;0.0;40.0;517273377; <=50K
 Self-emp-not-inc;188003.0;0.0;0.0;50.0;1406248841; >50K
 Local-gov;65535.0;0.0;0.0;48.0;810773786; >50K
 Private;366757.0;0.0;0.0;35.0;1992338764; <=50K
 Private;414545.0;0.0;0.0;40.0;1703395368; <=50K
 Private;295919.0;0.0;0.0;40.0;746433284; <=50K
 Private;34378.0;0.0;0.0;40.0;75257075; <=50K
 Self-emp-inc;58359.0;15024.0;0.0;50.0;1491875887; >50K
 Private;476334.0;0.0;0.0;48.0;1026846519; <=50K
 Private;255424.0;0.0;0.0;60.0;178695619; >50K
 Local-gov;175856.0;0.0;0.0;40.0;421635215; <=50K
 Private;124692.0;0.0;0.0;40.0;953009148; >50K
 Private;118551.0;0.0;0.0;40.0;890980858; <=50K
 ?;292019.0;0.0;0.0;20.0;190438856; <=50K
 Private;288566.0;0.0;0.0;43.0;1791188116; >50K
 Private;137733.0;0.0;0.0;25.0;1626033581; <=50K
 Private;39432.0;0.0;0.0;40.0;1737087726; <=50K
 Private;138537.0;0.0;0.0;40.0;998297913; <=50K
 Private;709445.0;0.0;0.0;40.0;2076713414; <=50K
 Private;194809.0;0.0;0.0;40.0;1710628545; <=50K
 Self-emp-inc;89041.0;15024.0;0.0;60.0;256802282; >50K
 ?;299090.0;0.0;0.0;30.0;1713079130; <=50K
 Private;159561.0;0.0;0.0;20.0;385729645; <=50K
 Private;236328.0;0.0;0.0;48.0;449386419; <=50K
 Private;269045.0;0.0;0.0;40.0;1501143299; >50K
 ?;196627.0;0.0;0.0;40.0;1929915467; <=50K
 Federal-gov;323798.0;0.0;0.0;40.0;2077823587; >50K
 Private;463072.0;0.0;0.0;60.0;829852456; >50K
 Private;199655.0;0.0;1740.0;40.0;1648594984; <=50K
 Self-emp-inc;98756.0;0.0;0.0;50.0;1943623659; <=50K
 State-gov;161075.0;0.0;0.0;40.0;970099416; <=50K
 Private;192485.0;0.0;0.0;20.0;136424380; <=50K
 Private;201579.0;0.0;0.0;40.0;1474219009; <=50K
 Private;117606.0;0.0;0.0;40.0;519158932; <=50K
 ?;177487.0;0.0;0.0;40.0;313192348; <=50K
 Self-emp-not-inc;237731.0;2829.0;0.0;65.0;1632789692; <=50K
 Private;60313.0;0.0;0.0;40.0;1297913216; <=50K
 Private;270059.0;25236.0;0.0;25.0;1674143817; >50K
 Private;169958.0;0.0;0.0;40.0;842636608; <=50K
 Private;240686.0;0.0;0.0;25.0;636388082; <=50K
 Local-gov;124793.0;0.0;0.0;40.0;982664376; <=50K
 Self-emp-not-inc;113948.0;0.0;0.0;45.0;1332055678; <=50K
 ?;241021.0;0.0;0.0;40.0;154823095; <=50K
 Private;147655.0;0.0;0.0;40.0;71907586; <=50K
 Self-emp-not-inc;38876.0;0.0;0.0;60.0;2076940055; <=50K
 Private;117299.0;7688.0;0.0;40.0;191116113; >50K
 ?;114813.0;0.0;0.0;40.0;2101338063; <=50K
 Private;136310.0;0.0;0.0;40.0;874631840; <=50K
 Federal-gov;153132.0;0.0;0.0;38.0;163782477; >50K
 Private;197552.0;0.0;0.0;35.0;415960690; <=50K
 Private;69748.0;0.0;0.0;40.0;1955498829; <=50K
 Private;175738.0;0.0;0.0;45.0;2133598746; >50K
 State-gov;78649.0;0.0;0.0;40.0;1488935746; <=50K
 Self-emp-inc;188774.0;0.0;0.0;60.0;1144533748; <=50K
 Private;155659.0;7688.0;0.0;40.0;124008552; >50K
 Federal-gov;215891.0;0.0;0.0;10.0;319176643; <=50K
 Private;144928.0;0.0;0.0;40.0;1464331674; <=50K
 Private;33688.0;0.0;1669.0;70.0;732177352; <=50K
 Private;262446.0;0.0;0.0;20.0;1995012659; <=50K
 Federal-gov;191295.0;0.0;0.0;48.0;1970533128; <=50K
 Private;279173.0;0.0;0.0;45.0;1565085253; <=50K
 Private;153031.0;0.0;0.0;65.0;1623100888; >50K
 Private;202239.0;0.0;0.0;55.0;1314055561; <=50K
 Federal-gov;469454.0;7298.0;0.0;48.0;376071081; >50K
 Local-gov;164156.0;0.0;0.0;55.0;197677493; <=50K
 Private;196482.0;0.0;0.0;40.0;1009491604; <=50K
 Private;176185.0;0.0;0.0;60.0;285481633; >50K
 Private;287315.0;0.0;0.0;40.0;525254337; <=50K
 Private;117210.0;0.0;0.0;40.0;1557602282; <=50K
 Private;41610.0;0.0;0.0;40.0;479058141; <=50K
 Private;160703.0;0.0;0.0;65.0;2042429508; >50K
 Private;80511.0;0.0;0.0;44.0;1747472288; <=50K
 Private;219155.0;0.0;0.0;43.0;893597133; <=50K
 Private;106347.0;0.0;0.0;45.0;602314064; <=50K
 Self-emp-not-inc;68899.0;0.0;2129.0;40.0;1096462644; <=50K
 Self-emp-not-inc;163985.0;0.0;0.0;32.0;1792370099; >50K
 Private;270887.0;0.0;0.0;65.0;860617315; <=50K
 Private;205726.0;0.0;0.0;15.0;2028571106; <=50K
 Private;218899.0;0.0;0.0;60.0;25215453; <=50K
 Private;186183.0;15024.0;0.0;80.0;1852755919; >50K
 Private;248749.0;0.0;0.0;20.0;389448668; <=50K
 Private;197558.0;0.0;0.0;40.0;705748436; <=50K
 Private;176514.0;0.0;0.0;40.0;2154606130; <=50K
 ?;116820.0;0.0;0.0;50.0;1822498911; <=50K
 Private;128730.0;10520.0;0.0;65.0;989146682; >50K
 Private;215503.0;4386.0;0.0;45.0;1067678462; >50K
 Private;226129.0;0.0;0.0;50.0;2020178609; >50K
 Private;175856.0;3103.0;0.0;55.0;2101971579; >50K
 Private;281138.0;0.0;0.0;40.0;1646593662; <=50K
 Private;98061.0;0.0;0.0;40.0;710423656; <=50K
 Self-emp-not-inc;260560.0;0.0;0.0;50.0;440506850; <=50K
 Private;289909.0;0.0;0.0;45.0;1768061171; <=50K
 Private;59590.0;0.0;0.0;20.0;1408863558; <=50K
 Private;236769.0;0.0;0.0;40.0;1715912480; <=50K
 Self-emp-not-inc;423616.0;0.0;0.0;24.0;1734037188; >50K
 Private;291407.0;0.0;0.0;40.0;1082975539; <=50K
 Self-emp-inc;100029.0;0.0;0.0;40.0;1995828593; >50K
 Private;204494.0;0.0;0.0;56.0;1797967820; >50K
 Private;201680.0;0.0;0.0;40.0;368415145; <=50K
 Private;154308.0;0.0;0.0;40.0;398417533; >50K
 Private;150324.0;0.0;0.0;50.0;388930904; <=50K
 Local-gov;331609.0;0.0;0.0;47.0;1891055015; <=50K
 Private;100829.0;0.0;0.0;50.0;1625588526; >50K
 Private;203169.0;0.0;0.0;50.0;822153795; >50K
 Private;122075.0;0.0;0.0;50.0;139292868; <=50K
 Private;178778.0;0.0;0.0;40.0;1100939561; <=50K
 Private;276345.0;0.0;0.0;50.0;1987316493; <=50K
 Private;233511.0;0.0;0.0;50.0;556185130; >50K
 Private;289448.0;0.0;0.0;40.0;815654083; <=50K
 Private;173350.0;0.0;0.0;30.0;343393820; <=50K
 Private;130589.0;0.0;0.0;45.0;380063719; <=50K
 Private;94318.0;0.0;0.0;50.0;1924201121; >50K
 Private;297531.0;0.0;0.0;40.0;17290266; <=50K
 Private;129762.0;0.0;0.0;40.0;946955266; <=50K
 Private;182614.0;0.0;0.0;40.0;1059054927; <=50K
 Private;120067.0;0.0;0.0;45.0;845058392; <=50K
 Private;182370.0;0.0;0.0;40.0;1998411435; <=50K
 State-gov;60949.0;0.0;0.0;40.0;448556128; <=50K
 Private;190511.0;0.0;0.0;40.0;534064911; >50K
 Private;188195.0;0.0;0.0;40.0;1420058815; <=50K
 Private;89534.0;0.0;0.0;40.0;1543017032; <=50K
 Self-emp-inc;125831.0;0.0;1887.0;55.0;188498083; >50K
 Private;183358.0;0.0;0.0;40.0;2154707723; <=50K
 ?;75024.0;0.0;0.0;40.0;1699705850; <=50K
 Private;251120.0;0.0;0.0;40.0;761754173; <=50K
 Private;108946.0;0.0;0.0;40.0;680903332; <=50K
 Private;93223.0;0.0;0.0;35.0;1240013242; <=50K
 Private;147393.0;0.0;0.0;20.0;1319041459; <=50K
 ?;45801.0;0.0;0.0;70.0;1324488971; <=50K
 State-gov;225385.0;0.0;0.0;40.0;1895107447; <=50K
 Federal-gov;23892.0;0.0;0.0;40.0;1063320557; <=50K
 Private;179668.0;0.0;0.0;40.0;1836480167; <=50K
 Self-emp-not-inc;404998.0;0.0;0.0;40.0;532509364; <=50K
 Private;68882.0;0.0;0.0;35.0;627027235; <=50K
 Self-emp-not-inc;194065.0;0.0;0.0;40.0;2131014420; <=50K
 Private;357540.0;0.0;2002.0;55.0;503085114; <=50K
 Private;185336.0;0.0;0.0;40.0;2068578529; <=50K
 State-gov;152503.0;0.0;0.0;40.0;1442944658; <=50K
 Private;167794.0;0.0;0.0;38.0;645620391; >50K
 Private;96552.0;0.0;0.0;17.0;574141252; <=50K
 Private;169527.0;4386.0;0.0;20.0;1763158205; <=50K
 State-gov;254285.0;0.0;0.0;40.0;1437877615; <=50K
 Private;32509.0;0.0;0.0;40.0;1767996174; <=50K
 Private;125492.0;0.0;0.0;40.0;1368222463; <=50K
 Self-emp-inc;186035.0;0.0;0.0;60.0;2034804956; >50K
 ?;168794.0;0.0;0.0;48.0;668743739; <=50K
 Private;191856.0;7298.0;0.0;40.0;1751707500; >50K
 Private;215503.0;0.0;0.0;65.0;1477477811; <=50K
 Private;187560.0;2174.0;0.0;40.0;1454989464; <=50K
 Self-emp-not-inc;252752.0;0.0;2415.0;40.0;2047112063; >50K
 Local-gov;210991.0;0.0;1740.0;40.0;618835515; <=50K
 Local-gov;190748.0;0.0;0.0;35.0;836793501; <=50K
 Private;117767.0;0.0;0.0;20.0;1357287435; <=50K
 Private;301070.0;0.0;0.0;45.0;757067811; <=50K
 Self-emp-not-inc;204645.0;9386.0;0.0;72.0;915913309; >50K
 Private;186183.0;0.0;0.0;40.0;265162523; >50K
 Private;131808.0;0.0;0.0;40.0;1401943201; <=50K
 State-gov;156292.0;0.0;0.0;40.0;413047170; <=50K
 Private;124589.0;0.0;0.0;40.0;188084902; <=50K
 Private;262819.0;0.0;0.0;20.0;1953404291; <=50K
 Private;95500.0;0.0;0.0;40.0;1488130895; <=50K
 Private;241306.0;0.0;0.0;45.0;2097171185; <=50K
 Private;238680.0;0.0;0.0;55.0;400103967; <=50K
 ?;42293.0;0.0;0.0;30.0;1840915489; <=50K
 Local-gov;168071.0;0.0;0.0;45.0;1719494979; <=50K
 Private;337629.0;0.0;0.0;60.0;1779548161; >50K
 Private;168001.0;0.0;0.0;40.0;748490204; >50K
 Private;97759.0;0.0;0.0;17.0;1343288957; <=50K
 Self-emp-not-inc;107096.0;0.0;0.0;50.0;1217290707; <=50K
 Private;76860.0;0.0;0.0;40.0;440972060; <=50K
 Private;70076.0;0.0;0.0;40.0;1651035313; <=50K
 Private;312017.0;0.0;0.0;40.0;1845010444; <=50K
 Private;174138.0;0.0;0.0;40.0;203882868; <=50K
 Private;125892.0;0.0;0.0;40.0;312222534; <=50K
 Private;210474.0;0.0;0.0;40.0;141233687; <=50K
 State-gov;157332.0;0.0;0.0;15.0;473207967; <=50K
 Private;30771.0;0.0;0.0;40.0;321784159; <=50K
 Private;319768.0;0.0;0.0;45.0;202689125; >50K
 Private;209101.0;5178.0;0.0;55.0;1004142931; >50K
 Private;324609.0;0.0;0.0;40.0;894643733; <=50K
 Private;268234.0;0.0;0.0;50.0;1723518371; <=50K
 Local-gov;178109.0;0.0;0.0;43.0;1405456374; <=50K
 Private;25955.0;0.0;0.0;35.0;1518927875; <=50K
 ?;123484.0;0.0;0.0;25.0;1269695836; <=50K
 Local-gov;129762.0;0.0;0.0;35.0;665312019; <=50K
 Self-emp-not-inc;108506.0;0.0;0.0;75.0;1513231425; <=50K
 Private;241607.0;0.0;0.0;50.0;595471836; <=50K
 Federal-gov;214385.0;0.0;0.0;40.0;1753022683; <=50K
 Local-gov;183000.0;0.0;0.0;45.0;1990650388; <=50K
 Private;290763.0;0.0;0.0;40.0;868620557; <=50K
 Private;171924.0;0.0;0.0;43.0;1016300843; >50K
 Private;97189.0;0.0;0.0;22.0;1349065611; <=50K
 Private;195096.0;4064.0;0.0;40.0;1189337425; <=50K
 Federal-gov;329088.0;0.0;0.0;40.0;1939532718; <=50K
 Private;58371.0;0.0;0.0;40.0;872701091; <=50K
 ?;256371.0;0.0;0.0;40.0;653419086; <=50K
 Private;35824.0;0.0;0.0;40.0;278051850; <=50K
 Private;173271.0;0.0;0.0;40.0;365915152; <=50K
 Private;391349.0;0.0;0.0;40.0;67940949; >50K
